vessel_name,owner,owner_address,vessel_type,flag,owner_location,home_port
KOEI MARU NO78,KANZAKISUISAN KABUSHIKIKAISHA,"14,MINATO-MACHI, ICHIKIKUSHIKINO-SHI, KAGOSHIMA, JAPAN",Tuna longliner,JPN,"('KAGOSHIMA', 'JPN')","('Ichikikushikino', 'JPN')"
MARGARITA 8,STARCKI VENTURE CORPORATION,"PUROK CABU, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Tuna purse seiner,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
LUNG SOON NO212,HONG LUNG FISHERY CO. LTD.,"No.39, Yugang S. 1st Rd., Qianzhen Dist., Kaohsiung City 80672, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 80672', None)","('Kaohsiung', None)"
YUH FA NO88,"YUH FA FISHERY (VANUATU)CO., LTD","MOORE STEPHENS HOUSE, LINI HIGHWAY, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
XIN SHI JI 66,"ZHE JIANG OCEAN FAMILY CO., LTD.","NO.1-6 Shanghui Road,Ganlan Town,Dinghai District,Zhoushan City,Zhejiang  Province 603,Commercial Center,Zhoushan National Pelagic Fishery Base",Longliner,CHN,"('Commercial Center', None)","('Zhoushan', 'CHN')"
YUH SHENG NO2,"YUH SHENG FISHERIES CO.,LTD","1ST FLOOR, ICOUNT BUILDING, KUMUL HIGH WAY, P.O.BOX 211, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
STEPHANIE M,"CHARCA FISH III, LLC","775 E BLITHEDALE AVE # 149, MILL VALLEY, CA 94941-1554, USA",Pole and line vessel,USA,"('CA 94941-1554', None)","('San Diego', None)"
YANG SHUN NO9,"JIOU SHUN FISHERY CO.,LTD.","6F.-2, No.87, Houping Rd., Qianzhen Dist., Kaohsiung City 80666, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 80666', None)","('Kaohsiung', None)"
LIEN RUEY FA NO12,"SHEU, JHE-MING","No.45-6, Zhongshan Rd., Donggang Township, Pingtung County 92849, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92849', None)","('Kaohsiung', None)"
SHENG I TSAI NO868,"HUANG, CHU-PIN","No.137-4, Sanmin Rd., Liuqiu Township, Pingtung County 92943, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92943', None)","('Kaohsiung', None)"
SAN ZAI FA NO15,"CHI, TIEN-I","No.59, Dacheng Rd., Donggang Township, Pingtung County 928005, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928005', None)","('Kaohsiung', None)"
YUH SHENG NO1,"YUH SHENG FISHERIES CO.,LTD","1ST FLOOR ICOUNT BUILDING, KUMUL HIGH WAY, P.O.BOX 211, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
TUNA LANE NO2,"YUH HORNG FISHERIES CO., LTD","1ST FLOOR, ICOUNT BUILDING, LINI HIGHWAY,P.O.BOX.211, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
TUNA LANE NO1,"YUH HORNG FISHERIES CO., LTD","1ST FLOOR,.ICOUNT BUILDING,LINI HIGHWAY,P.O.BOX.211,PORT VILA,VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
TO CHAN NO2,"SUN RISE FISHERY CO., LTD","First Floor Law Partners House, P.O.Box 1019, Port Vila, Vanuatu",Tuna longliner,VUT,"('Port Vila', 'VUT')","('Port Vila', 'VUT')"
RYOUEI MARU,"RYOUEISUISAN CO.,LTD","1794-36, OSHIMA, KUSHIMOTO-CHO, HIGASHIMURO-GUN, WAKAYAMA-KEN, JAPAN",Tuna longliner,JPN,"('WAKAYAMA-KEN', 'JPN')","('Kushimoto', 'JPN')"
EIFUKUMARU,TAKAHASHI GYOGYO INC,"2-16-3, HABOMAI, NEMUROSHI, HOKKAIDO",Longliner,JPN,"('NEMUROSHI', None)","('Nemuro', 'JPN')"
FUH AN NO1,"CHERN, FWU-SHUENN","No. 53, Minzu Rd., Liuqiu Township, Pingtung County 929001 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 929001', None)","('Kaohsiung', None)"
SUMIYOSHI MARU NO75,SUMIYOSHI GYOGYO KABUSHIKI KAISHA,"3-8-7,MISAKI,MIURA-SHI,KANAGAWA,JAPAN",Tuna longliner,JPN,"('KANAGAWA', 'JPN')","('Miura', 'JPN')"
KATU MARU NO31,KODAISUISAN,"2465-2,USA-CHO, TOSA-SHI, KOCHI, JAPAN",Tuna longliner,JPN,"('KOCHI', 'JPN')","('Tosashimizu', 'JPN')"
GARDENIA,TSP MARINE INDUSTRIES,"Cabu, Bawing, General Santos City, Philippines",Tuna purse seiner,PHL,"('General Santos City', 'PHL')","('General Santos', 'PHL')"
PAUL REYNALD,TRANS-PACIFIC JOURNEY FISHING CORP.,"1094-A North Bay Blvd., Navotas City",Fish carrier,PHL,"('1094-A North Bay Blvd.', None)","('Manila', 'PHL')"
DANIELLA -T,TRANS-PACIFIC JOURNEY FISHING CORPORATION,"1094-A North Bay Blvd., Navotas, Metro Manila",Fish carrier,PHL,"('Navotas', None)","('Batangas/Luzon', 'PHL')"
SHANG SHUN NO622,"SHANG YUIN FISHERY CO., LTD.","No.39, Yugang S. 1st Rd., Qianzhen Dist., Kaohsiung City 80672, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 80672', None)","('Kaohsiung', None)"
LADY CHRISTINE I,CHRISTINE TRAN INC.,"215 N KING ST APT 2003, HONOLULU, HI 96817-6709, USA",Tuna longliner,USA,"('HI 96817-6709', None)","('Honolulu', None)"
ROSE MARIE,TRANS-PACIFIC JOURNEY FISHING CORP.,"1094-A North Bay Blvd.,  Navotas City",Tuna purse seiner,PHL,"('1094-A North Bay Blvd.', None)","('Manila', 'PHL')"
RESTY BT,TRANS-PACIFIC JOURNEY FISHING CORP.,"1094-A NORTH BAY BLVD., NAVOTAS CITY, PHILIPPINES",Tuna purse seiner,PHL,"('NAVOTAS CITY', 'PHL')","('Manila', 'PHL')"
MARTINA MARIE,TRANS-PACIFIC JOURNEY FISHING CORP.,"1094-A NORTH BAY BLVD., NAVOTAS CITY",Tuna purse seiner,PHL,"('1094-A NORTH BAY BLVD.', None)","('Manila', 'PHL')"
JOHN REYNALD,TRANS-PACIFIC JOURNEY FISHING CORPORATION,"1094-A North  Bay Blvd., Navotas, Metro Manila",Tuna purse seiner,PHL,"('Navotas', None)","('Manila', 'PHL')"
ZHE DAI YU 11548,Gao Linwei,Zhejiang province Daishanxiangaotingzhen yangangzhonglu NO.279,Purse seiner,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE DAI YU 11831,Gu Shibiao,Zhejiang  Daishanxian  gaotingzhen gujianong NO.50,Purse seiner,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE DAI YU 12825,Cai Leiming,Zhejiang province DaishanxiangaotingzhenyujianongNo.55,Purse seiner,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE DAI YU 12833,Yu Jijun,Zhejiang province DaishanxiangaotingzhenyangangzhongluNo.213,Purse seiner,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE PU YU 70001,Wang ShanJun,Zhanmaozhenlianghengcun,Lift netter,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE PU YU 70005,Dong LianJun,Zhanmaozhenlianghengcun,Lift netter,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE PU YU 70007,Sun XiJun,Zhanmaozhenluomencun,Lift netter,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE PU YU 70008,Zhang XiQuan,Zhanmaozhenluomencun,Lift netter,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE PU YU 70025,Wang HongBo,Zhanmaozhenluomencun,Lift netter,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE PU YU 70026,Sun GuangShan,Zhanmaozhenluomencun,Lift netter,CHN,"(None, None)","('Zhoushan', 'CHN')"
ZHE SHENG YU 09128,Jiang Cunhua,ShengsixiancaiyuanzhenhengshancunNO.13,Purse seiner,CHN,"(None, None)","('Zhoushan', 'CHN')"
SHIN CHUN NO8,"SHIN CHUN FISHERY CO., LTD.","3F., No.3, Yugang E. 2nd Rd., Qianzhen Dist., Kaohsiung City 80672, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 80672', None)","('Kaohsiung', None)"
LU RONG YUAN YU 798,"RONGCHENG OCEAN FISHERY CO., LTD",RONGCHENG SHANDONG,Longliner,CHN,"(None, None)","('Shidao', 'CHN')"
VERNI,STARCKI VENTURES CORPORATION,"PUROK CABU, BAWING, GENERAL SANTOS CITY, PHILIPPINES",Unknown abbreviation,PHL,"('GENERAL SANTOS CITY', 'PHL')","('General Santos', 'PHL')"
SHENG HONG,"SHENG HONG FISHERY CO., LTD.","No.11, Lane 82, Songfu St., Siaogang District, Kaohsiung City 81271, Taiwan",Fish carrier,TWN,"('Kaohsiung City 81271', None)","('Kaohsiung', None)"
YUH PAO NO12,"YUH YOW MARINE (VANUATU) CO., LTD.,","MOORE STEPHENS HOUSE, LINI HIGHWAY, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
SHENG JYI HUEI NO16,"FANG, CHIH-JUNG","No.179, Guangfu Rd., Xinyuan Township, Pingtung County 932, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 932', None)","('Kaohsiung', None)"
JIN CHING FA,"HONG, SHENG-AN","No.20, Lane 1, Heping Rd., Liouciou Township, Pingtung Count 929, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung Count 929', None)","('Kaohsiung', None)"
ORYONG NO373,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea",Tuna longliner,KOR,"('Seoul', None)","('Busan', None)"
ORYONG NO317,"SAJO SEAFOOD CO., LTD","107-39,Tongil-ro, Seodaemun-gu, Seoul, Korea",Tuna longliner,KOR,"('Seoul', None)","('Busan', None)"
ORYONG NO801,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea",Tuna longliner,KOR,"('Seoul', None)","('Busan', None)"
AUTUMN,DANG FISHERY INC,"1135 N NIMITZ HWY, HONOLULU, HI 96817-4522, USA",Tuna longliner,USA,"('HI 96817-4522', None)","('Honolulu', None)"
QUEEN DIAMOND,QUEEN DIAMOND INC,"2429 KINI PL, HONOLULU, HI 96819-2602, USA",Tuna longliner,USA,"('HI 96819-2602', None)","('Honolulu', None)"
VICKI K,CHARCA FISH VIII LLC,"775 E BLITHEDALE AVE # 149, MILL VALLEY, CA 94941-1554, USA",Pole and line vessel,USA,"('CA 94941-1554', None)","('San Diego', None)"
ZHE SHENG YU 09310,Wang Wenke,ShengsixiancaiyuanzhenshaheluNO.303,Purse seiner,CHN,"(None, None)","('Zhoushan', 'CHN')"
RYOAN MARU NO87,SATO GYOGYO KABUSHIKI KAISHA,"2-5-40,Shinhamacho,Shiogama-shi,Miyagi-ken,Japan",Tuna longliner,JPN,"('Miyagi-ken', 'JPN')","('Shiogama', 'JPN')"
YUAN TAI NO806,"GOANG HARNG FISHERY CO., LTD.","1F., No.24, Ln. 223, Yugang Central 2nd Rd., Qianzhen Dist., Kaohsiung City 80672, Taiwan (R.O.C.)",Fish carrier,TWN,"('Kaohsiung City 80672', None)","('Kaohsiung', None)"
CHOKYU MARU NO8,JINWA INC,5-226 IORIGAWA-NISI KADOGAWA-CYOU HIGASIUSUKIGUN MIYAZAKI JAPAN,Longliner,JPN,"(None, None)","('Miyazaki', 'JPN')"
YUH YI NO22,"YUH YOW MARINE (VANUATU) CO., LTD.","MOORE STEPHENS HOUSE, LINI HIGHWAY, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
YUH YI NO21,"YUH YOW MARINE (VANUATU) CO., LTD.,","MOORE STEPHENS HOUSE, LINI HIGHWAY, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
YUH YI NO16,"YUH YOW MARINE (VANUATU) CO., LTD.,","MOORE STEPHENS HOUSE, LINI HIGHWAY, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
LIEN YU CHUN NO23,"JHENG HUANG, A-SIOU","No.111-6, Bo'ai St., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928', None)","('Kaohsiung', None)"
GREEN TUNA 1,Green Tuna Fisheries Company Limited.,"Shed 6, Princess Wharf, Suva.",Tuna longliner,FJI,"('Princess Wharf', None)","('Suva', 'FJI')"
JIN LIANG MAN NO18,"CHEN, SHI-WEI","No.41, Xinxing 3rd St., Donggang Township, Pingtung County 928, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928', None)","('Kaohsiung', None)"
JIN CHUAN YI,"LIN, CHENG-CHUNG","No.54-1, Chaolong Rd., Donggang Township, Pingtung County 92844, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92844', None)","('Kaohsiung', None)"
DEN MARU NO37,"DenmaruGyogyou Co., Ltd.","5-9,OHASHI-CHO, CHOSHI-SHI, CHIBA, JAPAN",Tuna longliner,JPN,"('CHIBA', 'JPN')","('Choshi', 'JPN')"
SHUN SHENG NO588,"SHUN SHENG FISHERY CO., LTD","1F., No.32, Zhongzheng Rd., Donggang Township, Pingtung County 92849, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92849', None)","('Kaohsiung', None)"
CHI HSIANG NO889,"HSIN JYI FA  FISHERY CO.,LTD","15F., No.301, Zhizhen Rd., Zuoying Dist., Kaohsiung City 813002, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Kaohsiung City 813002', None)","('Kaohsiung', None)"
MING I MAAN NO168,"HUNG, CHAO-CHING","No.92, Ren'ai Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 929', None)","('Kaohsiung', None)"
ORYONG NO722,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea",Tuna longliner,KOR,"('Seoul', None)","('Busan', None)"
MAAN YU FENG NO368,"Tsai, Chang Mei-Ying","No. 52, Huanmei 6th St., Donggang Township, Pingtung County 928010 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928010', None)","('Kaohsiung', None)"
KAIHO MARU NO68,"SEIHOU FISHERY CO.,LTD","1-3-1-505, TSUJI,SHIMIZU-KU,SHIZUOKA-SHI, SHIZUOKA-KEN,JAPAN",Tuna longliner,JPN,"('SHIZUOKA-KEN', 'JPN')","('Shiogama', 'JPN')"
SHENLIANCHENG601,"LIANCHENG OVERSEAS FISHERY (SHENZHEN) CO., LTD","4203 Landmark Tower, Jintian Rd., Futian District , Shenzhen?China",Longliner,CHN,"('Futian District', None)","('Shekou', 'CHN')"
FU CHUN NO126,"FU CHUN FISHERY CO., LTD..","First Floor, Law Partners House, Lini Highway, P.O.Box 1019, Port Vila, Vanuatu",Tuna longliner,VUT,"('Port Vila', 'VUT')","('Port Vila', 'VUT')"
YUH CHANG NO11,"YUH YOW MARINE ( VANUATU) CO., LTD","MOORE STEPHENS HOUSE, LINI HIGHWAY, PORT VILA, VANUATU",Tuna longliner,VUT,"('PORT VILA', 'VUT')","('Port Vila', 'VUT')"
FU KUAN YU NO1,"YUH SHENG FISHERIES CO.,LTD","1st Floor, iCOuny Building, Lini Highway, P.O.Box 211, Port Vila, Vanuatu",Tuna longliner,VUT,"('Port Vila', 'VUT')","('Port Vila', 'VUT')"
PRINCESS PEARLA,LUCKY S.L.S LLC,"1212 NUUANU AVE APT 1203, HONOLULU, HI 96817-4025, USA",Tuna longliner,USA,"('HI 96817-4025', None)","('Honolulu', None)"
SERENITY,3 ANH FISHERY LLC,"1435 BERNICE ST # 1A, HONOLULU, HI 96817-2761, USA",Tuna longliner,USA,"('HI 96817-2761', None)","('Honolulu', None)"
SEVEN STAR,LINH DAO FISHERY LLC,"1331 ANAPA ST, HONOLULU, HI 96818-1947, USA",Tuna longliner,USA,"('HI 96818-1947', None)","('Honolulu', None)"
KAMI M,KAMI M LLC,"1650 ALA MOANA BLVD APT 3201, HONOLULU, HI 96815-1414, USA",Tuna longliner,USA,"('HI 96815-1414', None)","('Honolulu', None)"
YUKO MARU NO5,"Higashi, Takako","5-2-35 TSUKIJI, NACHIKATSUURA-CHO, HIGASHIMURO-GUN, WAKAYAMA-KEN, JAPAN",Tuna longliner,JPN,"('WAKAYAMA-KEN', 'JPN')","('Nachikatsuura', 'JPN')"
JIA JINN CHUEN NO68,WANG DING CHUN,"No.83, Shunyu Rd., Donggang Township, Pingtung County 92846, Taiwan",Tuna longliner,TWN,"('Pingtung County 92846', None)","('Kaohsiung', None)"
SUNSHINE NO16,Sunshine Fisheries Pte Ltd,"P O Box 16386, Suva",Tuna longliner,FJI,"('P O Box 16386', None)","('Suva', 'FJI')"
SUNSHINE NO 8,Sunshine Fisheries Pte Ltd,"P O Box 16386, Suva",Tuna longliner,FJI,"('P O Box 16386', None)","('Suva', 'FJI')"
FUH AN NO13,YHE WEN YA,"No. 126, Xinsheng 3rd Rd., Donggang Township, Pingtung County 928002 , Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 928002', None)","('Kaohsiung', None)"
SHIHOU MARU,SATOU SUISAN INC.,"17455-2, OOAZA-KAWAMINAMI,KAWAMINAMI-CHOU, KOYU-GUN, MIYAZAKI,JAPAN",Tuna longliner,JPN,"('MIYAZAKI', 'JPN')","('Kawaminami', 'JPN')"
HUYU 928,"Shanghai Deep Sea Fisheries Co.,Ltd.",No.661 AnPu Road Shanghai CHINA,Longliner,CHN,"(None, None)","('Shanghai', 'CHN')"
HUYU 929,"Shanghai Deep Sea Fisheries Co.,Ltd.",No.661 AnPu Road Shanghai CHINA,Longliner,CHN,"(None, None)","('Shanghai', 'CHN')"
HUYU 927,"Shanghai Deep Sea Fisheries Co.,Ltd.",No.661 AnPu Road Shanghai CHINA,Longliner,CHN,"(None, None)","('Shanghai', 'CHN')"
KATSURA MARU NO11,"Takagi,Tsukasa","243-77, AZA-ITADORI, KUBO, KAIYO-CHO, KAIFU-GUN, TOKUSHIMA, JAPAN",Tuna longliner,JPN,"('TOKUSHIMA', 'JPN')","('Shishikui', 'JPN')"
FUKUEI MARU NO11,FUKUEIMARU GYOGYO KABUSHIKI KAISHA,"29-1,SHINSHO, MAKINOHARA-SHI, SHIZUOKA, JAPAN",Pole and line vessel,JPN,"('SHIZUOKA', 'JPN')","('Omaezaki', 'JPN')"
CHAO YI NO76,"LIN, JEN-YIH","No.2-8, Zhonghua Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 929', None)","('Kaohsiung', None)"
K CAMELLIA,Fiore Marine PTE Limited,"34 Tuisowaqa Road, Namadi Heights.P. Box 17912, Suva, Fiji.",Tuna longliner,FJI,"('Suva', None)","('Suva', 'FJI')"
SHENG I TSAI NO168,"CHENG, CHIU-YU","No.76, Ln. 130, Xinxing 3rd St., Donggang Township, Pingtung County 92842, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 92842', None)","('Kaohsiung', None)"
SHENG I TSAI NO368,"HUANG, MING-CHU","No.137-4,Sanmin Rd.,Liuqiu Township,Pingtung County 929003 ,Taiwan(R.O.C)",Tuna longliner,TWN,"('Pingtung County 929003', None)","('Kaohsiung', None)"
LADY ALICE,LUCKY S. S. LLC,"1212 NUUANU AVE APT 1203, HONOLULU, HI 96817-4025, USA",Tuna longliner,USA,"('HI 96817-4025', None)","('Honolulu', None)"
NO201 YEON-CHANG,"PARK, CHUNHWA","#1054-5, MUJEON-DONG, TONGYOUNG-SI, KOREA",Purse seiner,KOR,"('TONGYOUNG-SI', None)","('Tongyeong', None)"
YU FENG NO33,"HUANG, CHIA-LANG","No. 81-12, Ln. 21, Benyu Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 929', None)","('Kaohsiung', None)"
ZHANG YUAN YU 22,"Dalian Changhai Ocean Fisheries Co.,Ltd",SHABAO VILLAGE ZHANGZIDAO TOWN CHANGHAI DALIAN,Tuna longliner,CHN,"(None, None)","('Dalian', 'CHN')"
SHEN LIAN CHENG 713,"Liancheng Overseas Fishery (Shenzhen)Co.,Ltd.","4203 LANDMARK TOWER,4028 JINTIAN ROAD, FUTIAN DISTRICT,SHENZHEN,CHINA",Tuna longliner,CHN,"('SHENZHEN', 'CHN')","('Shekou', 'CHN')"
NO900 GYEONGHAEHO,"GYEONGHAE CO., LTD.","6F, 5, JAGALCHI-RO, SEO-GU, BUSAN, REPUBLIC OF KOREA",Purse seiner,KOR,"('BUSAN', None)","('Busan', None)"
NO300 HAN CHANG,"HAN CHANG FISHERIES CO.,LTD","264, Chungmu-daero, Seo-gu, Busan, Republic of Korea",Purse seiner,KOR,"('Busan', None)","('Busan', None)"
NO205 GEUM SEONG,"GEUM SEONG FISHERIES CO.,LTD","15, Gwangbok-ro 97beon-gil, Jung-gu, Busan, Republic of Korea",Purse seiner,KOR,"('Busan', None)","('Busan', None)"
201 CHANG NAM,KIM JU SUK,"2944, Dongbu-daero, Daebyeok-ri, Changseon-myeon, Namhae-gun, Gyeonsangnam-do, Republic of Korea",Purse seiner,KOR,"('Gyeonsangnam-do', None)","('Busan', None)"
151 HYE SEUNG,"HYEYOUNG FISHERIES CO.,LTD","#601, 18, GWANGBOK-RO 97BEON-GIL, JUNG-GU, BUSAN, KOREA",Purse seiner,KOR,"('BUSAN', None)","('Busan', None)"
135 GEUM SEONG,"GEUM A FISHERIES CO.,LTD","15, Gwangbok-ro 97beon-gil, Jung-gu, Busan, Korea",Purse seiner,KOR,"('Busan', None)","('Busan', None)"
125 GEUM SEONG,"GEUM SEONG FISHERIES CO.,LTD","15, Gwangbok-ro 97beon-gil, Jung-gu, Busan, Korea",Purse seiner,KOR,"('Busan', None)","('Busan', None)"
NO111 DAEYANG,"DAE YANG FISHERY CO., LTD.","40-1, DAEPYEONG-DONG 1-GA, YEONGDO-GU, BUSAN, REPUBLIC OF KOREA",Purse seiner,KOR,"('BUSAN', None)","('Busan', None)"
NO105 DAE JIN,"DAE JIN FISHERIES CO.,LTD","25, Dadae-ro 605beon-gil, Saha-gu, Busan, Korea",Purse seiner,KOR,"('Busan', None)","('Busan', None)"
103 DAE JIN,LIM JUN TAEK,"143-1, Songdohaebyeon-ro, Seo-gu, Busan, Republic of Korea",Purse seiner,KOR,"('Busan', None)","('Busan', None)"
NO 101 HAE GEUM,"HAE GEUM FISHERY CO.,LTD","610-ho, 35, WONGYANG-RO, SEO-GU, BUSAN, REPUBLIC OF KOREA",Purse seiner,KOR,"('BUSAN', None)","('Busan', None)"
101 GEUM HAE,"GEUM YANG SUSAN CO.,LTD","2, JAGALCHI-RO 24BEON-GIL, JUNG-GU, BUSAN, KOREA",Purse seiner,KOR,"('BUSAN', None)","('Busan', None)"
NO88 TONG YOUNG,"DONG WON HAE SA RANG CO.,LTD.","24 GAMCHEONHANG-RO, SAHA-GU, BUSAN, KOREA",Purse seiner,KOR,"('BUSAN', None)","('Busan', None)"
NO 31 CHANG NAM,"CHANG NAM FISHERIES CO., LTD","#103, 185, CHUNGMU-DAERO, SEO-GU, BUSAN, REPUBLIC OF KOREA",Purse seiner,KOR,"('BUSAN', None)","('Busan', None)"
NO31 GEUM YEONG,"GEUM YEONG FISHERY CO.,LTD","29,NAMBUMIN-RO 10BEON-GIL, SEO-GU, BUSAN, KOREA",Purse seiner,KOR,"('BUSAN', None)","('Busan', None)"
11 WOO YANG,"WOOYANG SUSAN CO.,LTD","264, CHUNGMU-DAERO, SEO-GU,  BUSAN, KOREA",Purse seiner,KOR,"('BUSAN', None)","('Busan', None)"
CAPT DAVIS,"CAPTAIN DAVIS, LTD","1631 KAPIOLANI BLVD APT 711, HONOLULU, HI 96814-4754, USA",Tuna longliner,USA,"('HI 96814-4754', None)","('Honolulu', None)"
ORYONG NO355,"SAJO INDUSTRIES CO., LTD.","107-39, Tongil Ro,Seodaemun-gu,Seoul, Korea",Tuna longliner,KOR,"('Seoul', None)","('Busan', None)"
LUCKY LADY,TC FISHERY LLC,"2429 KINI PL, HONOLULU, HI 96819-2602, USA",Tuna longliner,USA,"('HI 96819-2602', None)","('Honolulu', None)"
SIVAIMOANA,TUNA VENTURES INC,"PO BOX 3204, PAGO PAGO, AS 96799, USA",Tuna longliner,USA,"('AS 96799', None)","('Pago Pago', 'ASM')"
CAPTAIN  J 3,NGUYEN J3 LLC,"PO BOX 148, AIEA, HI 96701-0148, USA",Tuna longliner,USA,"('HI 96701-0148', None)","('Honolulu', None)"
MIGHTY JOE,MIGHTY JOE INC,"867 N NIMITZ HWY # A, HONOLULU, HI 96817, USA",Tuna longliner,USA,"('HI 96817', None)","('Honolulu', None)"
MAN I HSING,"LIN,YUH-RENN","No.47-1,Lane 1, Fusing Rd., Liouciou Township, Pingtung County 929, Taiwan",Tuna longliner,TWN,"('Pingtung County 929', None)","('Kaohsiung', None)"
FUH SHYANG NO2,"TASY, FENG-MING","No.4-9, Jhonghua Rd., Liouciou Township, Pingtung County, Taiwan",Tuna longliner,TWN,"('Pingtung County', None)","('Kaohsiung', None)"
SHENG FENG NO266,"HORNG, WEN-GOANG","No.81, Zhongzheng Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",Tuna longliner,TWN,"('Pingtung County 929', None)","('Kaohsiung', None)"
KAIEN MARU NO88,"TOSAYOU Co., Ltd.","1978 MUKAIYAMA, AZA, SUSAKI, SHUSAKI-SHI, KOCHI, JAPAN",Tuna longliner,JPN,"('KOCHI', 'JPN')","('Susaki', 'JPN')"
KAIEN MARU NO73,"TOSAYO Co.,LTD.","1978,AZA-MUKAIYAMA, SUSAKI, SUSAKI-SHI, KOCHI-KEN, JAPAN.",Tuna longliner,JPN,"('KOCHI-KEN', None)","('Susaki', 'JPN')"
KAIEN MARU NO71,"TOSAYO CO.,LTD","1978,AZA-MUKAIYAMA,SUSAKI, SUSAKI-SHI, KOCHI,JAPAN",Tuna longliner,JPN,"('KOCHI', 'JPN')","('Susaki', 'JPN')"
KAIEN MARU NO77,"TOSAYO Co.,LTD","1978,AZA-MUKAIYAMA,  SUSAKI, SUSAKI-SHI, KOCHI, JAPAN",Tuna longliner,JPN,"('KOCHI', 'JPN')","('Susaki', 'JPN')"
YUJIN MARU NO53,"UMADUME SHIPYARD CO.,LTD","1978,AZA-MUKAIYAMA,SUSAKI, SUSAKI-SHI, KOUCHI, JAPAN",Tuna longliner,JPN,"('KOUCHI', 'JPN')","('Susaki', 'JPN')"
YUJIN MARU NO55,"UMADUME SHIPYARD CO.,LTD","1978,AZA-MUKAIYAMA,SUSAKI, SUSAKI-SHI, KOCHI",Tuna longliner,JPN,"('SUSAKI-SHI', None)","('Susaki', 'JPN')"
YUJIN MARU NO5,"UMADUME SHIPYARD CO.,LTD","1978,AZA-MUKAIYAMA,SUSAKI,SUSAKI-SHI, KOCHI,JAPAN",Tuna longliner,JPN,"('KOCHI', 'JPN')","('Susaki', 'JPN')"
